Image name,Animal,Cityscape,Human,Indoor scene,Landscape,Night scene,Plant,Still-life,Others
00033.jpg,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
00034.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00035.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00036.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00037.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00038.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00039.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00040.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00041.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00042.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00043.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
00044.jpg,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
00045.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00046.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00047.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00048.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00049.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00050.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00051.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00052.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00053.jpg,0.0,0.333333,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0
00054.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00055.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00056.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00057.jpg,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.333333,0.0
00058.jpg,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
00059.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00060.jpg,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0
00061.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00062.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00063.jpg,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
00064.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00065.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
00066.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00067.jpg,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00068.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00069.jpg,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0
00070.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00071.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00072.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00073.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00074.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00075.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00076.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00077.jpg,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0,0.333333
00078.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00079.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00080.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
00081.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00082.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
00083.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00084.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00085.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00086.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00087.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00088.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00089.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00090.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
00091.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00092.jpg,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.0
00093.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00094.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00095.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00096.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00097.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00098.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00099.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00100.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00101.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00102.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00103.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00104.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00105.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00106.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00107.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00108.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00109.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00110.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00111.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00112.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00113.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
00114.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00115.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00116.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00117.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00118.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
00119.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00120.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
00121.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00122.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00123.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00124.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00125.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00126.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00127.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00128.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00129.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00130.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00131.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00132.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00133.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00134.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00135.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
00136.jpg,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0
00137.jpg,0.0,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0
00138.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00139.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00140.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
00141.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00142.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00143.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00144.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00145.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
00146.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00147.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
00148.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00149.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
00150.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00151.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00152.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00153.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00154.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
00155.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00156.jpg,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
00157.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
00158.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
00159.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00160.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00161.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00162.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00163.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00164.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00165.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00166.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00167.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00168.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00169.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00170.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00171.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00172.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00173.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00174.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00175.jpg,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
00176.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
00177.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00178.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00179.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00180.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00181.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00182.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00183.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
00184.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00185.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00186.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00187.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00188.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00189.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00190.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00191.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
00192.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00193.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00194.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00195.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00196.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00197.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00198.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00199.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00200.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00201.jpg,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
00202.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00203.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00204.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00205.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00206.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00207.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00208.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00209.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00210.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00211.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00212.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00213.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00214.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00215.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00216.jpg,0.0,0.333333,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0
00217.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00218.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00219.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
00220.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00221.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00222.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00223.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00224.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00225.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
00226.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00227.jpg,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0
00228.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00229.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00230.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00231.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
00232.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00233.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00234.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00235.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
00236.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00237.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00238.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00239.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
00240.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
00241.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
00242.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00243.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00244.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00245.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00246.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00247.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00248.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00249.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
00250.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00251.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00252.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00253.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00254.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00255.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00256.jpg,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
00257.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00258.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00259.jpg,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00260.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00261.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
00262.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
00263.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00264.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00265.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00266.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00267.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
00268.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00269.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00270.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00271.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00272.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00273.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00274.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
00275.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00276.jpg,0.0,0.333333,0.0,0.0,0.333333,0.0,0.333333,0.0,0.0
00277.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00278.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00279.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00280.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00281.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00282.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00283.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
00284.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00285.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00286.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00287.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00288.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00289.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00290.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00291.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00292.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
00293.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00294.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00295.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00296.jpg,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0
00297.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00298.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00299.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00300.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00301.jpg,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
00302.jpg,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,0.0
00303.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00304.jpg,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
00305.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
00306.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00307.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00308.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00309.jpg,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
00310.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00311.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00312.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00313.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00314.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00315.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
00316.jpg,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
00317.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00318.jpg,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00319.jpg,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
00320.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
00321.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00322.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
