Image name,Focal length,F-number,Exposure time,ISO,Brightness,Flash,Time,Unnamed: 8
00111.jpg,4.5,2.2,0.04,400,0.0,0,-0.965926,0.258819
00112.jpg,4.26,2.0,0.009259,50,3.0,0,0.258819,-0.965926
00113.jpg,3.95,1.6,0.005,50,0.0,0,-0.866025,-0.5
00114.jpg,3.5,2.0,0.07,400,0.0,0,-1.0,0.0
00115.jpg,3.83,2.2,0.008338,116,0.0,0,-0.707107,-0.707107
00116.jpg,4.15,2.2,0.01,40,5.649579,0,-0.866025,-0.5
00117.jpg,4.36,2.2,0.00445,50,0.0,0,-0.965926,-0.258819
00118.jpg,4.36,1.8,0.001709,50,0.0,0,0.5,0.866025
00119.jpg,4.15,2.2,0.030303,32,3.965311,0,-0.258819,-0.965926
00120.jpg,3.66,2.2,0.03003,610,0.0,0,-1.0,0.0
00121.jpg,3.81,2.2,0.04,500,-0.77,0,0.258819,-0.965926
00122.jpg,4.6,2.2,0.0011,50,0.0,0,-0.707107,-0.707107
00123.jpg,3.95,1.6,0.01,64,0.0,0,0.258819,-0.965926
00124.jpg,3.83,2.2,0.006864,100,0.0,0,-0.866025,-0.5
00125.jpg,3.7,2.2,0.005121,110,0.0,0,0.707107,-0.707107
00126.jpg,4.5,2.2,0.001935,50,0.0,0,-0.707107,-0.707107
00127.jpg,3.83,2.2,0.033333,190,0.0,0,-0.707107,-0.707107
00128.jpg,4.225,2.0,0.000595,100,0.0,0,-0.5,-0.866025
00129.jpg,3.95,1.6,0.004138,50,0.0,0,-0.965926,0.258819
00130.jpg,4.8,2.2,0.02,40,4.14,0,-0.258819,-0.965926
00131.jpg,4.15,2.2,0.25,200,-2.902478,0,-0.866025,0.5
00132.jpg,3.5,2.0,0.00049,800,0.0,0,0.707107,-0.707107
00133.jpg,3.7,2.2,0.002061,116,0.0,0,-0.707107,-0.707107
00134.jpg,4.15,2.2,0.030303,25,5.144467,0,-0.866025,-0.5
00135.jpg,4.5,2.2,0.04,320,0.0,0,-0.965926,-0.258819
00136.jpg,3.5,2.0,0.02,50,0.0,0,0.5,-0.866025
00137.jpg,3.99,1.8,0.04,32,2.91764,0,-0.965926,0.258819
00138.jpg,2.93,2.2,0.001344,100,0.0,1,-0.258819,-0.965926
00139.jpg,4.26,2.0,0.04,400,0.0,0,-0.866025,-0.5
00140.jpg,5.5,2.6,0.030303,59,2.42,0,-1.0,0.0
00141.jpg,2.93,2.2,0.02,105,0.0,0,-0.707107,-0.707107
00142.jpg,3.5,2.0,0.03,100,0.0,0,-0.707107,-0.707107
00143.jpg,3.46,2.2,0.030303,200,0.0,0,-0.866025,-0.5
00144.jpg,4.36,1.8,0.002166,50,0.0,1,-0.866025,-0.5
00145.jpg,3.84,2.2,0.000162,50,0.0,0,0.707107,-0.707107
00146.jpg,3.5,2.2,0.060003,1600,0.0,0,-0.866025,0.5
00147.jpg,4.36,1.8,0.009994,50,0.0,0,0.5,-0.866025
00148.jpg,4.15,2.2,0.004,25,7.935945,0,-0.866025,-0.5
00149.jpg,4.8,2.2,0.001323,400,4.91,0,1.0,0.0
00150.jpg,3.84,2.2,0.001934,160,0.0,0,-0.5,-0.866025
00151.jpg,4.5,2.0,0.003049,100,0.0,0,-0.707107,-0.707107
00152.jpg,3.66,2.2,0.00389,50,0.0,0,-0.258819,-0.965926
00153.jpg,3.7,2.2,0.001111,115,0.0,0,0.0,-1.0
00154.jpg,4.15,2.2,0.030303,50,3.680983,0,-1.0,0.0
00155.jpg,3.66,2.2,0.003578,50,3.0,0,-0.5,-0.866025
00156.jpg,3.46,2.2,0.083333,4100,0.0,0,-0.965926,0.258819
00157.jpg,3.95,2.2,0.002332,50,0.0,0,0.5,-0.866025
00158.jpg,4.04,2.0,0.058824,1600,0.0,0,-0.866025,-0.5
00159.jpg,4.15,2.2,0.000676,25,10.732037,0,-0.866025,-0.5
00160.jpg,4.5,2.0,0.001,100,0.0,0,-0.866025,-0.5
00161.jpg,3.66,2.2,0.03003,230,0.0,0,-0.965926,-0.258819
00162.jpg,3.5,2.4,0.079994,875,0.0,0,-0.866025,0.5
00163.jpg,3.5,2.2,0.008329,100,0.0,0,0.707107,-0.707107
00164.jpg,4.26,2.0,0.007576,50,0.0,0,0.258819,-0.965926
00165.jpg,3.95,2.2,0.02,125,0.0,0,0.258819,-0.965926
00166.jpg,4.15,2.2,0.01,40,1.495787,0,-0.866025,-0.5
00167.jpg,4.26,2.0,0.0025,100,0.0,0,0.258819,-0.965926
00168.jpg,19.0,5.6,0.0025,100,0.0,0,-0.707107,-0.707107
00169.jpg,3.99,1.8,0.003953,20,7.06776,0,-0.707107,-0.707107
00170.jpg,4.15,2.2,0.001927,25,8.941946,0,-0.5,-0.866025
00171.jpg,3.82,1.8,0.005405,125,3.5,0,-1.0,0.0
00172.jpg,3.82,1.8,0.01,500,0.0,0,-0.965926,0.258819
00173.jpg,3.5,2.0,0.059996,75,0.0,0,-1.0,0.0
00174.jpg,3.95,1.8,0.01,116,2.44,0,-0.866025,-0.5
00175.jpg,4.2,1.7,0.01,100,3.51,0,-0.5,-0.866025
00176.jpg,3.46,2.2,0.000854,100,0.0,0,-0.707107,-0.707107
00177.jpg,4.5,2.2,0.003538,50,0.0,0,-0.707107,-0.707107
00178.jpg,3.5,2.0,0.030004,49,0.0,0,-0.707107,-0.707107
00179.jpg,4.15,2.2,0.00277,25,7.791595,0,0.866025,-0.5
00180.jpg,4.6,2.2,0.00155,50,0.0,0,-0.5,-0.866025
00181.jpg,3.46,2.2,0.083333,1000,0.0,0,-0.866025,-0.5
00182.jpg,4.15,2.2,0.030303,50,3.554657,0,0.0,-1.0
00183.jpg,3.83,2.2,0.05,379,0.0,0,-0.5,-0.866025
00184.jpg,3.95,1.6,0.000181,3200,0.0,0,-0.965926,0.258819
00185.jpg,3.83,2.2,0.008338,134,0.0,0,0.5,-0.866025
00186.jpg,4.04,2.0,0.05,500,3.0,0,-0.866025,-0.5
00187.jpg,3.5,2.2,0.060003,1600,0.0,0,-0.866025,0.5
00188.jpg,4.5,2.2,0.005788,50,0.0,0,-0.707107,-0.707107
00189.jpg,4.5,2.2,0.02,50,0.0,0,-0.5,-0.866025
00190.jpg,3.81,2.2,0.01,200,2.7,0,-0.5,-0.866025
00191.jpg,3.5,2.0,0.02,50,0.0,0,0.5,-0.866025
00192.jpg,3.84,2.2,0.001572,50,0.0,0,0.707107,-0.707107
00193.jpg,3.5,2.4,0.099996,2277,0.0,0,-1.0,0.0
00194.jpg,3.99,1.8,0.003413,20,7.82045,0,-0.5,-0.866025
00195.jpg,2.93,2.2,0.02,129,0.0,0,-0.866025,-0.5
00196.jpg,3.66,2.2,0.00197,50,0.0,0,-0.5,-0.866025
00197.jpg,3.5,2.0,0.020003,51,0.0,0,0.707107,-0.707107
00198.jpg,3.99,1.8,0.25,500,-3.569187,0,-0.5,0.866025
00199.jpg,3.46,2.2,0.083333,3400,0.0,0,0.0,1.0
00200.jpg,4.5,2.2,0.005603,50,0.0,0,-0.707107,-0.707107
00201.jpg,4.225,2.0,0.030303,125,0.0,0,-0.707107,-0.707107
00202.jpg,3.79,2.2,0.000418,102,0.0,0,-0.707107,-0.707107
00203.jpg,3.95,2.2,0.001153,50,0.0,0,-0.707107,-0.707107
00204.jpg,4.15,2.2,0.002809,25,8.893112,0,-0.707107,-0.707107
00205.jpg,3.66,2.2,0.02,74,0.0,0,-0.866025,-0.5
00206.jpg,3.95,1.6,0.00125,250,0.0,1,-0.5,-0.866025
00207.jpg,4.15,2.2,0.030303,50,3.245934,0,-1.0,0.0
00208.jpg,4.04,2.0,0.000193,100,0.0,0,-0.707107,-0.707107
00209.jpg,3.82,1.8,0.083333,6400,0.0,0,-0.866025,0.5
00210.jpg,4.263,2.0,0.008333,100,0.0,0,-0.707107,-0.707107
00211.jpg,3.82,1.8,0.02,200,0.0,0,-0.866025,-0.5
00212.jpg,3.82,1.8,1.7e-05,3200,0.0,0,-0.707107,-0.707107
00213.jpg,3.99,1.8,0.000104,20,9.983494,0,-0.5,-0.866025
00214.jpg,3.66,2.2,0.000747,50,3.0,0,-0.5,-0.866025
00215.jpg,3.66,2.2,0.05988,1757,0.0,0,0.0,1.0
00216.jpg,4.5,2.2,0.01,100,0.0,0,-0.965926,-0.258819
00217.jpg,3.66,2.2,0.01,93,3.0,0,0.707107,-0.707107
00218.jpg,3.79,2.0,0.029996,384,0.0,0,-0.5,-0.866025
00219.jpg,4.15,2.2,0.030303,32,4.213922,0,-0.5,-0.866025
00220.jpg,4.15,2.2,0.25,200,-0.810459,0,-0.965926,0.258819
00221.jpg,3.84,2.2,0.001111,80,0.0,0,-0.5,-0.866025
00222.jpg,4.5,2.2,0.01,100,0.0,0,-0.707107,-0.707107
00223.jpg,3.66,2.2,0.001856,50,3.0,1,-0.965926,-0.258819
00224.jpg,3.5,2.0,0.059996,74,0.0,0,-1.0,0.0
00225.jpg,4.3,1.9,0.142857,1000,-4.98,0,0.5,-0.866025
00226.jpg,3.99,1.8,0.030303,32,4.080335,0,-0.866025,-0.5
00227.jpg,3.84,2.2,0.001325,50,0.0,0,-0.5,-0.866025
00228.jpg,4.6,2.2,0.0011,50,0.0,0,-0.707107,-0.707107
00229.jpg,4.2,1.7,0.01,100,3.23,0,-0.707107,-0.707107
00230.jpg,3.95,1.6,0.06,640,0.0,0,-0.965926,0.258819
00231.jpg,3.81,2.2,0.00053,125,6.94,0,-0.965926,-0.258819
00232.jpg,4.5,2.2,0.06,1250,0.0,0,-0.965926,-0.258819
00233.jpg,4.5,2.2,0.001306,50,0.0,0,-0.707107,-0.707107
00234.jpg,4.36,1.8,0.000595,50,0.0,0,-0.707107,-0.707107
00235.jpg,4.1,1.7,0.038462,200,3.0,0,-0.707107,-0.707107
00236.jpg,3.82,2.6,0.01,100,0.0,0,-0.707107,-0.707107
00237.jpg,3.5,2.2,0.066661,1250,0.0,0,-1.0,0.0
00238.jpg,4.26,2.0,0.030303,200,0.0,0,-1.0,0.0
00239.jpg,3.66,2.2,0.01,95,0.0,0,-0.866025,-0.5
00240.jpg,3.82,1.8,0.04,640,0.0,0,-0.965926,0.258819
00241.jpg,4.8,2.2,0.002646,200,4.78,0,1.0,0.0
00242.jpg,4.15,2.2,0.030303,50,4.564587,0,-0.866025,-0.5
00243.jpg,3.5,2.2,0.007116,64,0.0,0,-0.5,-0.866025
00244.jpg,4.15,2.2,0.01,50,7.071632,0,0.5,-0.866025
00245.jpg,3.82,1.8,0.016667,800,0.0,0,-0.258819,-0.965926
00246.jpg,4.15,2.2,0.01,40,5.964946,0,-0.707107,-0.707107
00247.jpg,4.15,2.2,0.00043,40,10.215869,1,-0.5,-0.866025
00248.jpg,4.15,2.2,0.003717,25,5.991503,0,0.707107,-0.707107
00249.jpg,3.5,2.4,0.020002,141,0.0,0,-0.5,-0.866025
00250.jpg,3.5,2.0,0.059997,152,0.0,0,-0.707107,-0.707107
00251.jpg,3.66,2.2,0.00757,50,0.0,0,-0.866025,-0.5
00252.jpg,3.82,2.6,0.002915,100,5.73,0,0.5,-0.866025
00253.jpg,4.15,2.2,0.030303,50,4.294443,0,-0.866025,-0.5
00254.jpg,4.15,2.2,0.01,40,3.95528,0,-0.866025,-0.5
00255.jpg,3.83,2.2,0.025005,132,0.0,0,-0.5,-0.866025
00256.jpg,3.9,1.69,0.0002,100,0.0,0,-0.866025,-0.5
00257.jpg,4.15,2.2,0.25,500,-3.991081,0,-0.965926,0.258819
00258.jpg,4.36,2.2,0.0003,50,0.0,0,-0.258819,-0.965926
00259.jpg,3.5,2.2,0.033337,64,0.0,0,-0.965926,-0.258819
00260.jpg,3.79,2.2,0.000523,100,0.0,0,-0.707107,-0.707107
00261.jpg,4.6,2.2,0.00065,50,0.0,0,-0.707107,-0.707107
00262.jpg,2.93,2.2,0.04,776,0.0,0,-0.866025,-0.5
00263.jpg,3.66,2.2,0.05988,1757,0.0,0,-0.707107,-0.707107
00264.jpg,4.15,2.2,0.001314,25,9.425814,0,0.0,-1.0
00265.jpg,3.83,2.2,0.0005,1000,0.0,0,0.258819,-0.965926
00266.jpg,3.5,2.2,0.009999,337,0.0,0,-0.866025,0.5
00267.jpg,3.82,1.8,0.005618,100,4.75,0,0.258819,-0.965926
00268.jpg,3.5,2.0,0.009996,200,0.0,0,0.258819,-0.965926
00269.jpg,3.66,2.2,0.006743,50,0.0,0,-0.866025,-0.5
00270.jpg,3.66,2.2,0.001649,50,0.0,0,-0.258819,-0.965926
00271.jpg,3.46,2.2,0.002155,100,0.0,0,-0.866025,-0.5
00272.jpg,3.95,1.6,0.02,125,0.0,0,-0.965926,-0.258819
00273.jpg,3.83,2.2,0.003343,50,0.0,0,0.258819,-0.965926
00274.jpg,3.83,2.2,0.010002,195,0.0,0,-0.707107,-0.707107
00275.jpg,4.15,2.2,0.02,25,4.940043,0,-0.5,-0.866025
00276.jpg,3.95,2.2,0.001033,50,0.0,0,-0.707107,-0.707107
00277.jpg,4.04,2.0,0.003906,100,0.0,0,-0.866025,-0.5
00278.jpg,3.7,2.2,0.016662,138,0.0,0,-0.707107,-0.707107
00279.jpg,3.79,2.0,0.00241,50,0.0,0,0.5,-0.866025
00280.jpg,4.8,2.2,0.001845,40,7.8,0,0.965926,0.258819
00281.jpg,3.79,2.0,0.00121,50,0.0,0,-0.866025,-0.5
00282.jpg,4.5,2.2,0.003874,50,0.0,0,-0.866025,-0.5
00283.jpg,3.7,2.2,0.008331,152,0.0,0,-0.5,-0.866025
00284.jpg,4.3,1.9,0.02,40,4.59,0,0.5,-0.866025
00285.jpg,3.46,2.2,0.002421,100,0.0,0,0.866025,-0.5
00286.jpg,3.83,2.2,0.033333,221,0.0,0,-0.866025,-0.5
00287.jpg,3.7,2.2,0.069997,3236,0.0,0,0.0,1.0
00288.jpg,3.79,2.2,0.030303,180,0.0,0,-0.965926,-0.258819
00289.jpg,3.5,2.0,0.1,239,0.0,0,-1.0,0.0
00290.jpg,3.5,2.0,0.02,50,0.0,0,-0.5,-0.866025
00291.jpg,4.2,1.7,0.02,500,-0.12,0,-0.965926,0.258819
00292.jpg,3.5,2.0,0.002771,800,0.0,0,0.707107,-0.707107
00293.jpg,4.5,2.2,0.002115,50,0.0,0,-0.5,-0.866025
00294.jpg,4.5,2.2,0.00632,50,0.0,0,-0.707107,-0.707107
00295.jpg,4.04,2.0,0.04,100,3.0,0,-0.866025,-0.5
00296.jpg,4.1,1.7,0.01,59,0.0,0,0.5,-0.866025
00297.jpg,3.66,2.2,0.03003,94,0.0,0,-1.0,0.0
00298.jpg,4.5,2.2,0.003784,50,0.0,0,-0.707107,-0.707107
00299.jpg,3.83,1.8,0.009478,50,0.0,0,-0.866025,-0.5
00300.jpg,3.79,2.2,0.000606,101,0.0,0,-0.5,-0.866025
00301.jpg,3.83,2.2,0.029996,167,0.0,0,-0.707107,-0.707107
00302.jpg,3.5,2.2,0.050004,1106,0.0,0,-0.866025,-0.5
00303.jpg,4.15,2.2,0.01,32,1.416971,0,-0.965926,-0.258819
00304.jpg,3.7,2.2,0.001111,111,0.0,0,-0.707107,-0.707107
00305.jpg,3.95,2.2,0.000925,50,0.0,0,-0.707107,-0.707107
00306.jpg,3.5,2.2,0.033337,640,0.0,0,-0.5,-0.866025
00307.jpg,3.5,2.0,0.01,50,0.0,0,-0.707107,-0.707107
00308.jpg,4.5,2.2,0.001367,50,0.0,0,-0.707107,-0.707107
00309.jpg,3.7,2.2,0.000901,112,0.0,1,0.707107,-0.707107
00310.jpg,3.83,2.2,0.004473,100,0.0,0,-0.5,-0.866025
00311.jpg,3.5,2.0,0.000533,1600,0.0,0,0.258819,-0.965926
00312.jpg,4.15,2.2,0.000252,32,8.538101,0,-0.258819,-0.965926
00313.jpg,3.83,2.2,0.079996,2112,0.0,0,-0.866025,0.5
00314.jpg,3.66,2.2,0.000197,51,0.0,0,-0.866025,-0.5
00315.jpg,3.83,2.2,0.05,467,0.0,0,-0.707107,-0.707107
00316.jpg,4.15,2.2,0.000832,25,10.521565,0,-0.5,-0.866025
00317.jpg,4.36,1.8,0.000183,50,0.0,0,-0.707107,-0.707107
00318.jpg,3.66,2.2,0.01,71,0.0,0,-0.707107,-0.707107
00319.jpg,3.66,2.2,0.03003,59,0.0,0,-0.866025,-0.5
00320.jpg,3.5,2.2,0.009999,233,0.0,0,-0.707107,-0.707107
00321.jpg,3.83,2.2,0.05,627,0.0,0,-0.866025,-0.5
00322.jpg,4.2,1.7,0.030303,800,-1.32,0,-0.965926,0.258819
00323.jpg,4.2,1.7,0.058824,2000,-3.87,0,-1.0,0.0
00324.jpg,3.5,2.0,0.002301,40,0.0,0,0.707107,-0.707107
00325.jpg,4.15,2.2,0.001235,25,9.726417,0,-0.866025,-0.5
00326.jpg,3.5,2.2,0.005,200,0.0,0,-0.707107,-0.707107
00327.jpg,4.2,1.7,0.001247,50,7.02,0,-0.707107,-0.707107
00328.jpg,4.15,2.2,0.004149,25,8.106713,0,-0.258819,-0.965926
00329.jpg,3.83,2.2,0.05,500,0.0,0,-0.965926,-0.258819
00330.jpg,3.82,2.6,0.01,250,3.25,0,-0.866025,-0.5
00331.jpg,3.83,2.2,0.008338,106,0.0,0,-0.5,-0.866025
00332.jpg,4.8,2.2,0.006098,40,6.08,0,-0.258819,-0.965926
00333.jpg,3.79,2.0,0.000881,50,0.0,0,0.5,-0.866025
00334.jpg,3.99,1.8,0.003175,20,7.391434,0,-0.707107,-0.707107
00335.jpg,4.04,2.0,0.058824,4600,0.0,1,-0.707107,0.707107
00336.jpg,4.3,1.9,0.02,500,0.24,0,-0.965926,-0.258819
00337.jpg,3.46,2.2,0.02,200,0.0,0,-0.5,-0.866025
00338.jpg,4.5,2.2,0.00199,160,0.0,0,-0.866025,-0.5
00339.jpg,3.82,2.6,0.01,160,0.0,0,-0.707107,-0.707107
00340.jpg,3.5,2.2,0.060003,1600,0.0,0,-0.866025,0.5
00341.jpg,4.15,2.2,0.030303,32,4.374906,0,-0.866025,-0.5
00342.jpg,4.5,2.2,0.000631,50,0.0,0,-0.258819,-0.965926
00343.jpg,4.5,2.2,0.001472,50,0.0,0,-0.5,-0.866025
00344.jpg,4.3,1.9,0.001,400,5.85,0,-0.707107,-0.707107
00345.jpg,3.95,1.6,0.001229,50,0.0,0,0.258819,-0.965926
00346.jpg,2.96,2.0,0.005682,64,0.0,0,-0.707107,-0.707107
00347.jpg,3.7,2.2,0.000631,113,0.0,1,-0.5,-0.866025
00348.jpg,4.263,2.0,0.02,150,0.0,0,-0.5,-0.866025
00349.jpg,4.15,2.2,0.00303,25,6.930867,0,-0.5,-0.866025
00350.jpg,3.79,2.2,0.002941,100,0.0,0,0.0,-1.0
00351.jpg,3.84,2.2,0.06,640,0.0,1,-0.965926,0.258819
00352.jpg,3.46,2.2,0.02,200,0.0,0,0.866025,-0.5
00353.jpg,4.04,2.0,0.001555,100,0.0,0,-0.707107,-0.707107
00354.jpg,3.83,2.2,0.025005,111,0.0,0,-0.866025,-0.5
00355.jpg,3.66,2.2,0.03003,951,0.0,0,-0.965926,-0.258819
00356.jpg,4.26,2.0,0.004016,50,0.0,0,-0.5,-0.866025
